Session_ID,Location_Zone,Time_of_Day,Product_Category,Cart_Status,Cart_Value_INR,Session_Duration_Sec,Delivery_Time_Min,Waste_Risk_Level,Cross_Sell_Accepted
SID101300,Bandra,9 AM–12,Dairy,Completed,307,92,12,Medium,No
SID101301,Thane,6–10 PM,Staples & Grains,Completed,261,89,9,Low,No
SID101302,Bandra,10 PM–2 AM,Personal Care,Completed,311,100,9,Medium,No
SID101303,Powai,6–9 AM,Personal Care,Completed,369,80,9,Low,No
SID101304,Thane,6–10 PM,Dairy,Abandoned,260,259,12,High,No
SID101305,Dadar,6–10 PM,Staples & Grains,Abandoned,161,287,11,Medium,No
SID101306,Andheri,3–6 PM,Dairy,Completed,412,102,12,High,No
SID101307,Andheri,6–10 PM,Staples & Grains,Abandoned,198,309,7,Low,No
SID101308,Powai,9 AM–12,Snacks & Beverages,Completed,332,108,8,Low,No
SID101309,Thane,6–10 PM,Staples & Grains,Abandoned,85,171,8,Low,No
SID101310,Powai,12–3 PM,Frozen Foods,Completed,346,103,11,Low,No
SID101311,Dadar,12–3 PM,Dairy,Completed,375,125,9,Medium,No
SID101312,Andheri,6–10 PM,Fresh Produce,Abandoned,97,244,11,High,No
SID101313,Dadar,12–3 PM,Dairy,Abandoned,163,241,10,Medium,No
SID101314,Powai,6–10 PM,Dairy,Abandoned,276,215,6,Low,No
SID101315,Andheri,3–6 PM,Dairy,Abandoned,252,223,8,High,No
SID101316,Thane,12–3 PM,Staples & Grains,Completed,423,155,9,Low,No
SID101317,Thane,12–3 PM,Personal Care,Abandoned,200,195,13,Low,No
SID101318,Bandra,9 AM–12,Fresh Produce,Abandoned,167,109,7,Medium,No
SID101319,Dadar,9 AM–12,Personal Care,Completed,316,111,12,Medium,No
SID101320,Thane,3–6 PM,Dairy,Abandoned,118,136,10,High,No
SID101321,Powai,12–3 PM,Fresh Produce,Completed,294,205,10,Low,No
SID101322,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,382,65,10,Low,Yes
SID101323,Bandra,3–6 PM,Fresh Produce,Completed,233,148,10,Medium,No
SID101324,Dadar,3–6 PM,Fresh Produce,Abandoned,263,153,10,Medium,No
SID101325,Thane,9 AM–12,Frozen Foods,Completed,244,153,12,Low,No
SID101326,Andheri,12–3 PM,Personal Care,Completed,179,99,10,Low,No
SID101327,Powai,10 PM–2 AM,Dairy,Completed,327,96,13,Low,No
SID101328,Andheri,12–3 PM,Dairy,Abandoned,138,161,11,High,No
SID101329,Bandra,3–6 PM,Fresh Produce,Abandoned,182,217,6,Medium,No
SID101330,Andheri,9 AM–12,Frozen Foods,Completed,434,93,5,Low,No
SID101331,Thane,6–10 PM,Staples & Grains,Abandoned,127,207,12,Low,No
SID101332,Bandra,3–6 PM,Fresh Produce,Abandoned,249,159,9,Medium,No
SID101333,Dadar,9 AM–12,Dairy,Abandoned,135,147,10,Medium,No
SID101334,Powai,6–10 PM,Dairy,Abandoned,221,176,13,Low,No
SID101335,Thane,12–3 PM,Staples & Grains,Abandoned,155,108,8,Low,No
SID101336,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,319,117,16,Low,No
SID101337,Powai,12–3 PM,Fresh Produce,Abandoned,189,272,10,Low,No
SID101338,Dadar,10 PM–2 AM,Frozen Foods,Completed,277,183,9,Medium,No
SID101339,Dadar,3–6 PM,Dairy,Abandoned,188,232,10,Medium,No
SID101340,Andheri,6–10 PM,Dairy,Completed,253,140,15,High,No
SID101341,Bandra,3–6 PM,Dairy,Abandoned,102,222,9,Medium,No
SID101342,Dadar,3–6 PM,Staples & Grains,Abandoned,114,114,6,Medium,No
SID101343,Powai,3–6 PM,Fresh Produce,Completed,311,51,7,Low,No
SID101344,Andheri,9 AM–12,Personal Care,Completed,398,167,12,Low,No
SID101345,Thane,6–10 PM,Fresh Produce,Completed,291,103,11,High,No
SID101346,Bandra,12–3 PM,Snacks & Beverages,Completed,283,103,8,Medium,No
SID101347,Thane,6–10 PM,Snacks & Beverages,Completed,158,85,6,Low,No
SID101348,Andheri,6–10 PM,Staples & Grains,Completed,386,143,11,Low,No
SID101349,Andheri,6–10 PM,Personal Care,Completed,369,124,15,Low,No
SID101350,Dadar,3–6 PM,Dairy,Completed,308,136,10,Medium,No
SID101351,Thane,10 PM–2 AM,Dairy,Completed,300,81,8,High,Yes
SID101352,Andheri,12–3 PM,Dairy,Abandoned,325,233,11,High,No
SID101353,Dadar,3–6 PM,Frozen Foods,Completed,426,100,8,Medium,No
SID101354,Powai,9 AM–12,Personal Care,Completed,285,169,10,Low,No
SID101355,Andheri,3–6 PM,Staples & Grains,Completed,411,109,7,Low,No
SID101356,Thane,6–10 PM,Fresh Produce,Abandoned,231,192,7,High,No
SID101357,Bandra,6–9 AM,Dairy,Completed,246,101,7,Medium,No
SID101358,Thane,12–3 PM,Snacks & Beverages,Abandoned,144,216,10,Low,No
SID101359,Powai,6–10 PM,Dairy,Completed,227,72,8,Low,No
SID101360,Andheri,12–3 PM,Fresh Produce,Completed,334,183,14,High,No
SID101361,Bandra,12–3 PM,Dairy,Abandoned,218,158,10,Medium,No
SID101362,Thane,6–9 AM,Frozen Foods,Completed,429,134,9,Low,No
SID101363,Andheri,3–6 PM,Dairy,Abandoned,322,248,13,High,No
SID101364,Dadar,10 PM–2 AM,Frozen Foods,Completed,274,100,13,Medium,No
SID101365,Powai,6–10 PM,Snacks & Beverages,Abandoned,231,193,8,Low,No
SID101366,Andheri,12–3 PM,Snacks & Beverages,Abandoned,122,253,12,Low,No
SID101367,Andheri,10 PM–2 AM,Fresh Produce,Abandoned,258,101,12,High,No
SID101368,Andheri,10 PM–2 AM,Dairy,Abandoned,162,136,8,High,No
SID101369,Thane,6–10 PM,Staples & Grains,Completed,450,71,9,Low,No
SID101370,Bandra,9 AM–12,Dairy,Abandoned,153,283,13,Medium,No
SID101371,Thane,6–9 AM,Personal Care,Completed,357,115,11,Low,No
SID101372,Thane,10 PM–2 AM,Snacks & Beverages,Completed,284,139,11,Low,No
SID101373,Andheri,10 PM–2 AM,Staples & Grains,Completed,414,125,10,Low,No
SID101374,Bandra,9 AM–12,Fresh Produce,Abandoned,212,341,11,Medium,No
SID101375,Powai,6–10 PM,Snacks & Beverages,Abandoned,173,220,10,Low,No
SID101376,Thane,3–6 PM,Frozen Foods,Abandoned,77,224,12,Low,No
SID101377,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,495,31,6,Medium,No
SID101378,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,426,83,8,Medium,Yes
SID101379,Andheri,6–10 PM,Fresh Produce,Abandoned,72,57,11,High,No
SID101380,Andheri,3–6 PM,Snacks & Beverages,Completed,324,60,7,Low,Yes
SID101381,Thane,6–10 PM,Snacks & Beverages,Completed,250,111,10,Low,No
SID101382,Powai,12–3 PM,Dairy,Completed,314,138,16,Low,No
SID101383,Bandra,10 PM–2 AM,Staples & Grains,Completed,374,155,9,Medium,No
SID101384,Bandra,10 PM–2 AM,Staples & Grains,Completed,238,130,7,Medium,No
SID101385,Bandra,6–10 PM,Snacks & Beverages,Abandoned,142,146,7,Medium,No
SID101386,Powai,6–9 AM,Personal Care,Completed,406,76,9,Low,No
SID101387,Thane,9 AM–12,Snacks & Beverages,Completed,278,43,12,Low,Yes
SID101388,Bandra,10 PM–2 AM,Staples & Grains,Completed,223,155,13,Medium,No
SID101389,Dadar,10 PM–2 AM,Frozen Foods,Abandoned,50,191,10,Medium,No
SID101390,Powai,6–10 PM,Frozen Foods,Abandoned,217,177,12,Low,No
SID101391,Thane,10 PM–2 AM,Dairy,Abandoned,164,125,8,High,No
SID101392,Powai,6–9 AM,Fresh Produce,Completed,226,127,9,Low,No
SID101393,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,450,20,10,Medium,Yes
SID101394,Powai,10 PM–2 AM,Fresh Produce,Completed,305,79,6,Low,No
SID101395,Andheri,3–6 PM,Dairy,Completed,329,137,9,High,Yes
SID101396,Thane,9 AM–12,Fresh Produce,Abandoned,287,204,6,High,No
SID101397,Thane,10 PM–2 AM,Staples & Grains,Completed,306,76,8,Low,No
SID101398,Dadar,6–9 AM,Personal Care,Completed,359,103,9,Medium,No
SID101399,Bandra,6–10 PM,Staples & Grains,Completed,319,149,9,Medium,No
SID101400,Andheri,12–3 PM,Fresh Produce,Completed,281,38,10,High,No
SID101401,Dadar,9 AM–12,Personal Care,Completed,375,91,13,Medium,No
SID101402,Thane,10 PM–2 AM,Snacks & Beverages,Completed,315,177,13,Low,Yes
SID101403,Andheri,6–10 PM,Dairy,Abandoned,88,207,7,High,No
SID101404,Thane,10 PM–2 AM,Fresh Produce,Completed,407,97,10,High,No
SID101405,Bandra,6–10 PM,Staples & Grains,Abandoned,201,170,6,Medium,No
SID101406,Andheri,9 AM–12,Personal Care,Completed,351,92,6,Low,No
SID101407,Thane,3–6 PM,Snacks & Beverages,Completed,260,70,14,Low,No
SID101408,Bandra,12–3 PM,Fresh Produce,Abandoned,135,139,9,Medium,No
SID101409,Thane,9 AM–12,Snacks & Beverages,Completed,407,108,12,Low,No
SID101410,Thane,3–6 PM,Snacks & Beverages,Completed,396,141,11,Low,Yes
SID101411,Andheri,10 PM–2 AM,Frozen Foods,Completed,343,101,10,Low,No
SID101412,Thane,9 AM–12,Fresh Produce,Completed,257,103,8,High,No
SID101413,Bandra,6–10 PM,Frozen Foods,Abandoned,172,258,9,Medium,No
SID101414,Andheri,6–10 PM,Snacks & Beverages,Completed,388,66,10,Low,No
SID101415,Andheri,3–6 PM,Dairy,Completed,247,98,9,High,Yes
SID101416,Bandra,6–10 PM,Staples & Grains,Abandoned,230,303,8,Medium,No
SID101417,Andheri,12–3 PM,Snacks & Beverages,Completed,529,78,12,Low,Yes
SID101418,Dadar,9 AM–12,Staples & Grains,Completed,415,118,8,Medium,No
SID101419,Andheri,12–3 PM,Staples & Grains,Abandoned,237,154,12,Low,No
SID101420,Powai,6–10 PM,Fresh Produce,Abandoned,112,178,12,Low,No
SID101421,Andheri,3–6 PM,Fresh Produce,Completed,276,113,10,High,No
SID101422,Bandra,10 PM–2 AM,Dairy,Abandoned,155,114,8,Medium,No
SID101423,Dadar,10 PM–2 AM,Fresh Produce,Completed,398,57,9,Medium,No
SID101424,Bandra,6–10 PM,Snacks & Beverages,Completed,445,117,11,Medium,No
SID101425,Andheri,6–10 PM,Staples & Grains,Abandoned,118,222,9,Low,No
SID101426,Andheri,3–6 PM,Fresh Produce,Completed,330,63,9,High,No
SID101427,Andheri,3–6 PM,Fresh Produce,Abandoned,137,222,8,High,No
SID101428,Andheri,6–10 PM,Staples & Grains,Completed,286,172,8,Low,No
SID101429,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,293,124,10,Medium,Yes
SID101430,Andheri,6–10 PM,Fresh Produce,Abandoned,228,225,14,High,No
SID101431,Andheri,12–3 PM,Dairy,Completed,347,141,12,High,No
SID101432,Bandra,6–10 PM,Staples & Grains,Completed,355,103,10,Medium,No
SID101433,Thane,9 AM–12,Snacks & Beverages,Completed,338,75,7,Low,Yes
SID101434,Dadar,9 AM–12,Personal Care,Completed,213,130,11,Medium,No
SID101435,Bandra,9 AM–12,Fresh Produce,Abandoned,169,164,14,Medium,No
SID101436,Powai,10 PM–2 AM,Fresh Produce,Completed,417,55,14,Low,No
SID101437,Dadar,3–6 PM,Staples & Grains,Completed,279,79,10,Medium,No
SID101438,Bandra,3–6 PM,Snacks & Beverages,Completed,173,113,12,Medium,No
SID101439,Thane,3–6 PM,Personal Care,Completed,261,114,11,Low,No
SID101440,Andheri,6–10 PM,Dairy,Completed,378,133,7,High,No
SID101441,Dadar,12–3 PM,Staples & Grains,Completed,316,113,10,Medium,No
SID101442,Powai,3–6 PM,Fresh Produce,Abandoned,95,252,12,Low,No
SID101443,Andheri,3–6 PM,Staples & Grains,Completed,519,149,6,Low,No
SID101444,Thane,6–10 PM,Fresh Produce,Abandoned,125,230,11,High,No
SID101445,Dadar,12–3 PM,Staples & Grains,Completed,293,120,8,Medium,No
SID101446,Dadar,12–3 PM,Dairy,Abandoned,183,293,13,Medium,No
SID101447,Powai,6–9 AM,Dairy,Completed,237,117,9,Low,No
SID101448,Dadar,3–6 PM,Personal Care,Completed,388,131,9,Medium,No
SID101449,Powai,12–3 PM,Snacks & Beverages,Completed,248,80,10,Low,No
SID101450,Andheri,12–3 PM,Staples & Grains,Abandoned,269,99,5,Low,No
SID101451,Dadar,6–9 AM,Staples & Grains,Abandoned,187,237,10,Medium,No
SID101452,Andheri,12–3 PM,Staples & Grains,Abandoned,235,237,11,Low,No
SID101453,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,176,169,9,Low,No
SID101454,Andheri,6–10 PM,Frozen Foods,Completed,284,148,8,Low,No
SID101455,Dadar,9 AM–12,Snacks & Beverages,Completed,306,186,9,Medium,Yes
SID101456,Bandra,10 PM–2 AM,Dairy,Completed,496,132,10,Medium,No
SID101457,Dadar,10 PM–2 AM,Frozen Foods,Completed,259,79,9,Medium,No
SID101458,Powai,6–10 PM,Frozen Foods,Completed,389,65,8,Low,No
SID101459,Bandra,3–6 PM,Fresh Produce,Abandoned,303,140,10,Medium,No
SID101460,Bandra,12–3 PM,Snacks & Beverages,Completed,248,154,12,Medium,No
SID101461,Andheri,6–10 PM,Dairy,Completed,541,151,8,High,No
SID101462,Powai,6–10 PM,Staples & Grains,Abandoned,152,207,10,Low,No
SID101463,Andheri,3–6 PM,Frozen Foods,Completed,323,85,11,Low,No
SID101464,Bandra,6–10 PM,Fresh Produce,Abandoned,217,108,9,Medium,No
SID101465,Bandra,3–6 PM,Staples & Grains,Abandoned,99,253,9,Medium,No
SID101466,Bandra,12–3 PM,Snacks & Beverages,Completed,504,91,13,Medium,Yes
SID101467,Thane,10 PM–2 AM,Staples & Grains,Abandoned,167,224,11,Low,No
SID101468,Powai,6–9 AM,Snacks & Beverages,Completed,292,97,8,Low,No
SID101469,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,256,90,11,Low,Yes
SID101470,Dadar,10 PM–2 AM,Staples & Grains,Completed,371,120,12,Medium,No
SID101471,Bandra,6–10 PM,Snacks & Beverages,Abandoned,198,180,6,Medium,No
SID101472,Thane,6–10 PM,Snacks & Beverages,Completed,304,141,12,Low,No
SID101473,Powai,3–6 PM,Staples & Grains,Abandoned,61,81,11,Low,No
SID101474,Bandra,6–9 AM,Dairy,Abandoned,154,169,13,Medium,No
SID101475,Thane,3–6 PM,Frozen Foods,Abandoned,95,244,12,Low,No
SID101476,Dadar,12–3 PM,Snacks & Beverages,Completed,305,86,10,Medium,No
SID101477,Powai,6–10 PM,Fresh Produce,Completed,319,121,9,Low,No
SID101478,Thane,3–6 PM,Staples & Grains,Completed,256,85,9,Low,No
SID101479,Dadar,10 PM–2 AM,Fresh Produce,Abandoned,275,146,12,Medium,No
SID101480,Andheri,9 AM–12,Personal Care,Abandoned,182,202,13,Low,No
SID101481,Andheri,12–3 PM,Dairy,Completed,237,74,9,High,Yes
SID101482,Bandra,6–9 AM,Staples & Grains,Completed,310,78,8,Medium,No
SID101483,Thane,6–9 AM,Snacks & Beverages,Completed,337,117,11,Low,Yes
SID101484,Andheri,10 PM–2 AM,Fresh Produce,Abandoned,245,208,12,High,No
SID101485,Powai,6–9 AM,Snacks & Beverages,Completed,338,63,8,Low,No
SID101486,Powai,6–10 PM,Snacks & Beverages,Completed,307,137,14,Low,No
SID101487,Thane,6–10 PM,Dairy,Abandoned,161,133,13,High,No
SID101488,Dadar,12–3 PM,Fresh Produce,Abandoned,153,129,11,Medium,No
SID101489,Dadar,6–10 PM,Dairy,Completed,121,102,9,Medium,Yes
SID101490,Dadar,9 AM–12,Fresh Produce,Abandoned,50,192,13,Medium,No
SID101491,Andheri,3–6 PM,Snacks & Beverages,Completed,278,20,14,Low,No
SID101492,Thane,6–10 PM,Staples & Grains,Abandoned,143,88,14,Low,No
SID101493,Powai,10 PM–2 AM,Frozen Foods,Abandoned,167,134,10,Low,No
SID101494,Thane,12–3 PM,Snacks & Beverages,Completed,341,100,10,Low,Yes
SID101495,Thane,9 AM–12,Snacks & Beverages,Completed,208,122,10,Low,Yes
SID101496,Bandra,12–3 PM,Snacks & Beverages,Completed,261,131,11,Medium,No
SID101497,Bandra,9 AM–12,Dairy,Completed,320,112,10,Medium,Yes
SID101498,Thane,12–3 PM,Dairy,Abandoned,142,206,15,High,No
SID101499,Thane,9 AM–12,Snacks & Beverages,Completed,146,123,10,Low,Yes
SID101500,Dadar,3–6 PM,Staples & Grains,Abandoned,205,258,12,Medium,No
SID101501,Bandra,3–6 PM,Snacks & Beverages,Completed,153,92,9,Medium,Yes
SID101502,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,300,133,10,Medium,No
SID101503,Powai,10 PM–2 AM,Snacks & Beverages,Completed,404,103,13,Low,No
SID101504,Thane,10 PM–2 AM,Staples & Grains,Abandoned,144,192,6,Low,No
SID101505,Powai,12–3 PM,Fresh Produce,Abandoned,177,154,12,Low,No
SID101506,Thane,10 PM–2 AM,Fresh Produce,Abandoned,91,107,12,High,No
SID101507,Dadar,9 AM–12,Snacks & Beverages,Completed,240,103,10,Medium,No
SID101508,Thane,9 AM–12,Dairy,Abandoned,301,185,9,High,No
SID101509,Dadar,10 PM–2 AM,Staples & Grains,Completed,382,105,8,Medium,No
SID101510,Dadar,9 AM–12,Frozen Foods,Completed,294,113,5,Medium,No
SID101511,Andheri,6–10 PM,Snacks & Beverages,Completed,182,202,11,Low,Yes
SID101512,Dadar,6–9 AM,Snacks & Beverages,Completed,193,92,10,Medium,Yes
SID101513,Dadar,6–10 PM,Dairy,Completed,333,54,9,Medium,No
SID101514,Andheri,6–10 PM,Snacks & Beverages,Abandoned,119,112,7,Low,No
SID101515,Thane,10 PM–2 AM,Fresh Produce,Completed,375,117,10,High,No
SID101516,Powai,3–6 PM,Dairy,Abandoned,199,164,9,Low,No
SID101517,Andheri,6–10 PM,Fresh Produce,Abandoned,195,251,8,High,No
SID101518,Dadar,10 PM–2 AM,Personal Care,Completed,277,150,13,Medium,No
SID101519,Thane,12–3 PM,Frozen Foods,Completed,52,51,11,Low,No
SID101520,Dadar,3–6 PM,Snacks & Beverages,Completed,316,157,12,Medium,No
SID101521,Thane,12–3 PM,Frozen Foods,Completed,306,132,10,Low,No
SID101522,Andheri,10 PM–2 AM,Frozen Foods,Completed,359,183,8,Low,No
SID101523,Thane,3–6 PM,Staples & Grains,Abandoned,50,196,13,Low,No
SID101524,Andheri,12–3 PM,Snacks & Beverages,Completed,255,93,14,Low,No
SID101525,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,132,258,8,Low,No
SID101526,Dadar,10 PM–2 AM,Staples & Grains,Completed,249,104,7,Medium,No
SID101527,Bandra,6–10 PM,Fresh Produce,Abandoned,212,205,11,Medium,No
SID101528,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,331,101,11,Medium,No
SID101529,Powai,10 PM–2 AM,Fresh Produce,Abandoned,180,163,5,Low,No
SID101530,Powai,12–3 PM,Staples & Grains,Abandoned,205,220,8,Low,No
SID101531,Thane,3–6 PM,Personal Care,Completed,298,163,13,Low,No
SID101532,Bandra,12–3 PM,Snacks & Beverages,Completed,583,135,11,Medium,No
SID101533,Dadar,9 AM–12,Fresh Produce,Abandoned,67,195,7,Medium,No
SID101534,Thane,3–6 PM,Dairy,Abandoned,203,209,11,High,No
SID101535,Bandra,12–3 PM,Snacks & Beverages,Abandoned,50,162,10,Medium,No
SID101536,Bandra,6–10 PM,Staples & Grains,Abandoned,215,201,7,Medium,No
SID101537,Andheri,9 AM–12,Snacks & Beverages,Completed,222,82,11,Low,No
SID101538,Powai,6–10 PM,Fresh Produce,Abandoned,142,240,6,Low,No
SID101539,Powai,6–10 PM,Snacks & Beverages,Completed,324,32,7,Low,Yes
SID101540,Bandra,3–6 PM,Staples & Grains,Abandoned,173,301,14,Medium,No
SID101541,Thane,3–6 PM,Staples & Grains,Abandoned,168,207,13,Low,No
SID101542,Bandra,6–10 PM,Dairy,Completed,264,114,5,Medium,No
SID101543,Andheri,6–10 PM,Fresh Produce,Abandoned,194,158,8,High,No
SID101544,Thane,6–10 PM,Frozen Foods,Completed,303,129,9,Low,No
SID101545,Andheri,3–6 PM,Fresh Produce,Abandoned,288,227,14,High,No
SID101546,Thane,3–6 PM,Snacks & Beverages,Completed,376,94,12,Low,No
SID101547,Bandra,10 PM–2 AM,Dairy,Abandoned,241,214,11,Medium,No
SID101548,Bandra,12–3 PM,Frozen Foods,Abandoned,252,178,10,Medium,No
SID101549,Powai,3–6 PM,Fresh Produce,Abandoned,157,205,11,Low,No
SID101550,Thane,6–10 PM,Fresh Produce,Abandoned,154,221,11,High,No
SID101551,Thane,6–9 AM,Fresh Produce,Completed,266,174,9,High,No
SID101552,Thane,10 PM–2 AM,Fresh Produce,Completed,219,130,11,High,No
SID101553,Dadar,3–6 PM,Staples & Grains,Abandoned,156,219,8,Medium,No
SID101554,Bandra,3–6 PM,Personal Care,Completed,226,93,12,Medium,No
SID101555,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,185,126,13,Medium,No
SID101556,Andheri,3–6 PM,Dairy,Abandoned,223,156,6,High,No
SID101557,Dadar,3–6 PM,Staples & Grains,Abandoned,129,132,12,Medium,No
SID101558,Powai,10 PM–2 AM,Fresh Produce,Completed,326,125,11,Low,No
SID101559,Powai,12–3 PM,Personal Care,Abandoned,261,208,5,Low,No
SID101560,Bandra,6–10 PM,Fresh Produce,Abandoned,100,289,12,Medium,No
SID101561,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,268,74,9,Low,No
SID101562,Andheri,6–10 PM,Frozen Foods,Completed,347,67,9,Low,No
SID101563,Dadar,12–3 PM,Staples & Grains,Abandoned,73,112,9,Medium,No
SID101564,Powai,6–9 AM,Staples & Grains,Completed,237,138,11,Low,No
SID101565,Thane,10 PM–2 AM,Fresh Produce,Abandoned,132,186,13,High,No
SID101566,Andheri,3–6 PM,Snacks & Beverages,Completed,411,171,15,Low,Yes
SID101567,Andheri,6–10 PM,Fresh Produce,Abandoned,126,215,8,High,No
SID101568,Andheri,12–3 PM,Staples & Grains,Completed,186,111,11,Low,No
SID101569,Bandra,12–3 PM,Fresh Produce,Abandoned,207,224,7,Medium,No
SID101570,Bandra,10 PM–2 AM,Staples & Grains,Abandoned,257,122,12,Medium,No
SID101571,Powai,9 AM–12,Snacks & Beverages,Abandoned,208,163,9,Low,No
SID101572,Andheri,3–6 PM,Fresh Produce,Completed,328,144,10,High,No
SID101573,Andheri,3–6 PM,Dairy,Completed,470,147,12,High,No
SID101574,Andheri,6–10 PM,Snacks & Beverages,Completed,408,82,10,Low,No
SID101575,Bandra,6–10 PM,Snacks & Beverages,Completed,354,111,13,Medium,No
SID101576,Powai,12–3 PM,Fresh Produce,Completed,506,85,9,Low,No
SID101577,Andheri,9 AM–12,Snacks & Beverages,Completed,395,171,8,Low,No
SID101578,Thane,9 AM–12,Personal Care,Completed,312,139,13,Low,No
SID101579,Andheri,9 AM–12,Snacks & Beverages,Completed,237,143,13,Low,Yes
SID101580,Thane,12–3 PM,Staples & Grains,Abandoned,169,186,8,Low,No
SID101581,Bandra,6–10 PM,Snacks & Beverages,Completed,392,49,9,Medium,No
SID101582,Andheri,10 PM–2 AM,Personal Care,Completed,271,101,13,Low,No
SID101583,Powai,6–10 PM,Staples & Grains,Abandoned,218,167,14,Low,No
SID101584,Dadar,6–10 PM,Snacks & Beverages,Completed,88,101,11,Medium,No
SID101585,Powai,6–9 AM,Personal Care,Completed,318,84,13,Low,No
SID101586,Andheri,9 AM–12,Fresh Produce,Abandoned,78,196,10,High,No
SID101587,Dadar,6–10 PM,Fresh Produce,Completed,304,126,13,Medium,No
SID101588,Dadar,12–3 PM,Snacks & Beverages,Completed,398,119,10,Medium,Yes
SID101589,Bandra,6–10 PM,Staples & Grains,Abandoned,206,163,6,Medium,No
SID101590,Thane,9 AM–12,Staples & Grains,Abandoned,187,218,8,Low,No
SID101591,Powai,6–9 AM,Personal Care,Completed,131,99,11,Low,No
SID101592,Andheri,6–10 PM,Dairy,Completed,291,126,9,High,No
SID101593,Powai,9 AM–12,Personal Care,Abandoned,138,111,9,Low,No
SID101594,Bandra,6–10 PM,Dairy,Completed,323,98,12,Medium,Yes
SID101595,Andheri,10 PM–2 AM,Snacks & Beverages,Abandoned,153,168,13,Low,No
SID101596,Thane,9 AM–12,Snacks & Beverages,Completed,287,95,10,Low,No
SID101597,Powai,6–10 PM,Staples & Grains,Completed,198,40,14,Low,No
SID101598,Powai,3–6 PM,Frozen Foods,Abandoned,214,143,16,Low,No
SID101599,Bandra,6–10 PM,Dairy,Completed,248,106,12,Medium,No
SID101600,Dadar,3–6 PM,Dairy,Completed,268,66,9,Medium,No
SID101601,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,433,161,13,Low,Yes
SID101602,Bandra,12–3 PM,Fresh Produce,Completed,325,95,8,Medium,No
SID101603,Andheri,10 PM–2 AM,Frozen Foods,Abandoned,277,225,8,Low,No
SID101604,Powai,10 PM–2 AM,Fresh Produce,Completed,543,47,12,Low,No
